variant,accession,date,weight
A/Norway/8765/2025_H3N2,EPI_ISL_20335008,2025-12-27,1.0
other,EPI_ISL_20335007,2025-12-27,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20335006,2025-12-27,1.0
other,EPI_ISL_20335005,2025-12-26,1.0
other,EPI_ISL_20335004,2025-12-26,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20335003,2025-12-26,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20335002,2025-12-26,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20335001,2025-12-25,1.0
other,EPI_ISL_20335000,2025-12-25,1.0
other,EPI_ISL_20334999,2025-12-25,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20334998,2025-12-24,1.0
other,EPI_ISL_20334997,2025-12-24,1.0
other,EPI_ISL_20334996,2025-12-22,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20334995,2026-01-08,1.0
other,EPI_ISL_20334994,2026-01-04,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20334993,2026-01-02,1.0
other,EPI_ISL_20334992,2026-01-02,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20334991,2025-12-23,1.0
other,EPI_ISL_20334990,2025-12-29,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20334989,2025-12-28,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20334988,2026-01-02,1.0
other,EPI_ISL_20334987,2025-12-30,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20334986,2025-12-26,1.0
other,EPI_ISL_20334985,2025-12-26,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20334984,2026-01-15,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20334983,2026-01-14,1.0
other,EPI_ISL_20334982,2026-01-19,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20334981,2026-01-19,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20334980,2026-01-17,1.0
other,EPI_ISL_20334979,2026-01-11,1.0
other,EPI_ISL_20334978,2026-01-09,1.0
other,EPI_ISL_20334977,2026-01-09,1.0
other,EPI_ISL_20334976,2026-01-09,1.0
other,EPI_ISL_20334975,2026-01-08,1.0
other,EPI_ISL_20334974,2026-01-08,1.0
other,EPI_ISL_20334973,2026-01-04,1.0
other,EPI_ISL_20334971,2026-01-04,1.0
other,EPI_ISL_20334970,2026-01-02,1.0
other,EPI_ISL_20334969,2026-01-02,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20334968,2026-01-02,1.0
other,EPI_ISL_20334967,2026-01-02,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20334966,2026-01-14,1.0
other,EPI_ISL_20334965,2026-01-12,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20334964,2026-01-12,1.0
other,EPI_ISL_20334963,2026-01-11,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20334962,2026-01-10,1.0
other,EPI_ISL_20334961,2026-01-10,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20334960,2025-12-28,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20334959,2025-12-21,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20334958,2025-12-21,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20334957,2025-12-21,1.0
other,EPI_ISL_20334956,2025-12-21,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20334955,2025-12-21,1.0
other,EPI_ISL_20334954,2025-12-21,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20334953,2025-12-29,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20334952,2025-12-28,1.0
other,EPI_ISL_20334951,2025-12-28,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20334950,2025-12-28,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20334949,2025-12-28,1.0
A/Bangkok/P2390/2025_H3N2,EPI_ISL_20334948,2025-12-28,1.0
other,EPI_ISL_20334947,2025-12-28,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20334946,2025-12-28,1.0
other,EPI_ISL_20334945,2026-01-06,1.0
other,EPI_ISL_20334944,2026-01-04,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20334943,2026-01-03,1.0
other,EPI_ISL_20334942,2026-01-01,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20334941,2025-12-30,1.0
other,EPI_ISL_20334940,2025-12-30,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20334939,2025-12-29,1.0
other,EPI_ISL_20334938,2025-12-29,1.0
other,EPI_ISL_20334937,2025-12-29,1.0
other,EPI_ISL_20334936,2025-12-29,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20334935,2025-12-29,1.0
other,EPI_ISL_20334934,2025-12-29,1.0
other,EPI_ISL_20334933,2025-12-29,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20334932,2025-12-29,1.0
other,EPI_ISL_20334931,2025-12-26,1.0
other,EPI_ISL_20334930,2025-12-26,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20334929,2025-12-26,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20334928,2025-12-26,1.0
other,EPI_ISL_20334927,2025-12-26,1.0
other,EPI_ISL_20334926,2025-12-25,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20334925,2025-12-25,1.0
other,EPI_ISL_20334924,2025-12-25,1.0
other,EPI_ISL_20334923,2025-12-25,1.0
other,EPI_ISL_20334922,2025-12-25,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20334921,2025-12-25,1.0
other,EPI_ISL_20334920,2025-12-24,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20334919,2025-12-21,1.0
other,EPI_ISL_20334918,2025-12-21,1.0
other,EPI_ISL_20334917,2025-12-19,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20334916,2025-12-19,1.0
other,EPI_ISL_20334915,2025-12-21,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20334914,2025-12-21,1.0
other,EPI_ISL_20334913,2025-12-21,1.0
other,EPI_ISL_20334912,2025-12-21,1.0
other,EPI_ISL_20334911,2025-12-21,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20334910,2025-12-19,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20334909,2025-12-19,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20334908,2025-12-19,1.0
other,EPI_ISL_20334907,2025-12-19,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20334906,2025-12-19,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20334905,2025-12-18,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20334904,2025-12-18,1.0
other,EPI_ISL_20334903,2025-12-18,1.0
other,EPI_ISL_20334902,2025-12-18,1.0
other,EPI_ISL_20334901,2025-12-17,1.0
other,EPI_ISL_20334900,2025-12-17,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20334899,2025-12-17,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20334898,2025-12-17,1.0
other,EPI_ISL_20334897,2025-12-23,1.0
other,EPI_ISL_20334896,2025-12-17,1.0
other,EPI_ISL_20334895,2025-12-18,1.0
A/Bangkok/P2390/2025_H3N2,EPI_ISL_20334894,2025-12-04,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20334893,2025-12-03,1.0
other,EPI_ISL_20334892,2025-12-02,1.0
other,EPI_ISL_20334891,2025-12-02,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20334890,2026-01-08,1.0
other,EPI_ISL_20334889,2026-01-12,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20334888,2026-01-09,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20334887,2026-01-12,1.0
other,EPI_ISL_20334886,2026-01-12,1.0
other,EPI_ISL_20334885,2025-12-30,1.0
other,EPI_ISL_20334884,2025-12-17,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20334883,2025-12-17,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20334882,2025-12-17,1.0
other,EPI_ISL_20334881,2025-12-17,1.0
other,EPI_ISL_20334880,2025-12-16,1.0
A/SouthAustralia/2527213276/2025_H3N2,EPI_ISL_20334879,2025-12-16,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20334878,2025-12-16,1.0
other,EPI_ISL_20334877,2025-12-16,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20334876,2025-12-23,1.0
other,EPI_ISL_20334875,2025-12-23,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20334874,2025-12-23,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20334873,2025-12-23,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20334872,2025-12-23,1.0
other,EPI_ISL_20334871,2025-12-23,1.0
other,EPI_ISL_20334870,2025-12-23,1.0
other,EPI_ISL_20334869,2025-12-23,1.0
other,EPI_ISL_20334868,2025-12-23,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20334867,2025-12-22,1.0
other,EPI_ISL_20334866,2025-12-22,1.0
other,EPI_ISL_20334865,2025-12-22,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20334864,2025-12-22,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20334863,2025-12-22,1.0
other,EPI_ISL_20334862,2025-12-18,1.0
other,EPI_ISL_20334861,2025-12-18,1.0
other,EPI_ISL_20334860,2025-12-18,1.0
other,EPI_ISL_20334859,2025-12-17,1.0
other,EPI_ISL_20334858,2025-12-17,1.0
other,EPI_ISL_20334857,2025-12-17,1.0
other,EPI_ISL_20334856,2025-12-17,1.0
other,EPI_ISL_20334855,2025-12-17,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20334854,2025-12-17,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20334853,2025-12-17,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20334852,2025-12-17,1.0
other,EPI_ISL_20334851,2025-12-17,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20334850,2025-12-17,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20334849,2025-12-17,1.0
other,EPI_ISL_20334848,2025-12-17,1.0
other,EPI_ISL_20334591,2025-11-11,1.0
other,EPI_ISL_20334590,2025-11-11,1.0
other,EPI_ISL_20334589,2025-11-10,1.0
other,EPI_ISL_20334588,2025-11-10,1.0
other,EPI_ISL_20334587,2025-11-01,1.0
other,EPI_ISL_20334586,2025-12-24,1.0
other,EPI_ISL_20334585,2025-12-23,1.0
other,EPI_ISL_20334584,2025-12-20,1.0
other,EPI_ISL_20334583,2025-12-18,1.0
other,EPI_ISL_20334582,2025-12-17,1.0
other,EPI_ISL_20334581,2025-12-10,1.0
other,EPI_ISL_20334580,2025-12-09,1.0
other,EPI_ISL_20334579,2025-12-08,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20334578,2025-12-02,1.0
other,EPI_ISL_20334577,2025-12-08,1.0
other,EPI_ISL_20334576,2025-12-06,1.0
other,EPI_ISL_20334575,2025-12-06,1.0
other,EPI_ISL_20334574,2025-12-06,1.0
other,EPI_ISL_20334573,2025-12-04,1.0
other,EPI_ISL_20334572,2025-12-04,1.0
other,EPI_ISL_20334571,2025-12-04,1.0
other,EPI_ISL_20334570,2025-12-09,1.0
other,EPI_ISL_20334569,2025-12-04,1.0
other,EPI_ISL_20334568,2025-12-04,1.0
other,EPI_ISL_20334567,2025-12-04,1.0
other,EPI_ISL_20334566,2025-12-02,1.0
other,EPI_ISL_20334565,2025-12-02,1.0
other,EPI_ISL_20334564,2025-12-01,1.0
other,EPI_ISL_20334563,2025-11-11,1.0
other,EPI_ISL_20334562,2025-12-01,1.0
other,EPI_ISL_20334561,2025-12-02,1.0
other,EPI_ISL_20334560,2025-11-10,1.0
other,EPI_ISL_20334141,2025-12-19,1.0
other,EPI_ISL_20302335,2025-11-27,1.0
other,EPI_ISL_20302334,2025-12-12,1.0
other,EPI_ISL_20302333,2025-11-29,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20302329,2025-12-13,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20302328,2025-11-24,1.0
other,EPI_ISL_20302327,2025-12-10,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20302326,2025-12-08,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20302325,2025-12-07,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20302324,2025-12-05,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20302323,2025-11-24,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20302320,2025-12-01,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20302319,2025-12-04,1.0
other,EPI_ISL_20302318,2025-12-03,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20302317,2025-12-03,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20302316,2025-12-03,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20302315,2025-12-03,1.0
other,EPI_ISL_20302313,2025-12-05,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20302312,2025-12-04,1.0
other,EPI_ISL_20302311,2025-12-05,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20302309,2025-12-03,1.0
other,EPI_ISL_20302308,2025-12-04,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20302307,2025-12-03,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20302306,2025-12-02,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20302305,2025-12-01,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20302301,2025-11-25,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20302300,2025-11-27,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20302299,2025-11-26,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20302298,2025-11-28,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20302297,2025-11-28,1.0
other,EPI_ISL_20302296,2025-12-01,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20302295,2025-12-01,1.0
other,EPI_ISL_20302294,2025-12-01,1.0
other,EPI_ISL_20302288,2025-12-04,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20302286,2025-11-26,1.0
other,EPI_ISL_20302285,2025-11-26,1.0
other,EPI_ISL_20302284,2025-11-26,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20302279,2025-11-26,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20302278,2025-11-25,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20302277,2025-11-24,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20302275,2025-11-25,1.0
other,EPI_ISL_20302274,2025-11-25,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20302272,2025-11-24,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20302270,2025-11-24,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20302269,2025-11-24,1.0
other,EPI_ISL_20302262,2025-12-06,1.0
A/Bangkok/P2921/2025_H3N2,EPI_ISL_20302261,2025-11-24,1.0
other,EPI_ISL_20302260,2025-11-28,1.0
other,EPI_ISL_20302259,2025-11-28,1.0
other,EPI_ISL_20302258,2025-11-28,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20302257,2025-11-28,1.0
other,EPI_ISL_20302256,2025-11-26,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20302255,2025-11-27,1.0
other,EPI_ISL_20302254,2025-11-27,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20302253,2025-11-28,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20302252,2025-11-27,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20302251,2025-11-26,1.0
other,EPI_ISL_20302249,2025-11-27,1.0
other,EPI_ISL_20302248,2025-11-28,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20302246,2025-11-27,1.0
other,EPI_ISL_20302245,2025-11-27,1.0
other,EPI_ISL_20302244,2025-11-25,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20302243,2025-11-25,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20302242,2025-11-26,1.0
other,EPI_ISL_20302241,2025-11-27,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20302239,2025-11-26,1.0
other,EPI_ISL_20302238,2025-11-27,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20302237,2025-11-27,1.0
other,EPI_ISL_20302236,2025-11-27,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20302234,2025-11-26,1.0
other,EPI_ISL_20302230,2025-11-25,1.0
other,EPI_ISL_20302227,2025-11-24,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20302226,2025-11-24,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20302225,2025-11-21,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20302224,2025-11-24,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20302221,2025-11-24,1.0
other,EPI_ISL_20302218,2025-11-24,1.0
other,EPI_ISL_20302217,2025-11-19,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20302216,2025-11-24,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20302215,2025-11-24,1.0
other,EPI_ISL_20302213,2025-11-25,1.0
other,EPI_ISL_20302212,2025-11-25,1.0
other,EPI_ISL_20302211,2025-11-25,1.0
other,EPI_ISL_20302210,2025-11-24,1.0
other,EPI_ISL_20302209,2025-11-20,1.0
other,EPI_ISL_20302208,2025-11-24,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20302207,2025-11-24,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20302206,2025-11-17,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20302205,2025-11-20,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20302204,2025-11-20,1.0
other,EPI_ISL_20302203,2025-11-21,1.0
other,EPI_ISL_20302202,2025-11-21,1.0
other,EPI_ISL_20302201,2025-11-18,1.0
other,EPI_ISL_20302200,2025-11-18,1.0
other,EPI_ISL_20302199,2025-11-17,1.0
other,EPI_ISL_20302198,2025-11-19,1.0
other,EPI_ISL_20302197,2025-11-17,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20302196,2025-11-18,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20302195,2025-11-18,1.0
other,EPI_ISL_20302194,2025-11-17,1.0
other,EPI_ISL_20302193,2025-11-13,1.0
other,EPI_ISL_20302192,2025-10-27,1.0
other,EPI_ISL_20302191,2025-11-04,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20302190,2025-11-04,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20302187,2025-10-20,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20302186,2025-10-03,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20302136,2025-11-25,1.0
other,EPI_ISL_20302135,2025-11-25,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20302134,2025-11-21,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20302133,2025-12-02,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20302132,2025-11-25,1.0
other,EPI_ISL_20302131,2025-11-25,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20302130,2025-12-03,1.0
other,EPI_ISL_20302129,2025-12-03,1.0
other,EPI_ISL_20302128,2025-11-29,1.0
other,EPI_ISL_20302127,2025-11-26,1.0
other,EPI_ISL_20302126,2025-11-26,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20302125,2025-11-26,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20302124,2025-11-25,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20302123,2025-11-24,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20302122,2025-11-24,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20302121,2025-11-24,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20302120,2025-11-24,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20302119,2025-11-21,1.0
other,EPI_ISL_20302118,2025-11-19,1.0
other,EPI_ISL_20302117,2025-11-19,1.0
other,EPI_ISL_20302116,2025-11-19,1.0
other,EPI_ISL_20302115,2025-11-26,1.0
other,EPI_ISL_20302114,2025-11-25,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20302113,2025-11-23,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20302112,2025-11-24,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20302111,2025-11-25,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20302110,2025-11-24,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20302109,2025-11-18,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20302108,2025-11-18,1.0
other,EPI_ISL_20302107,2025-11-18,1.0
other,EPI_ISL_20302106,2025-11-06,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20302105,2025-11-06,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20302104,2025-11-05,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20302102,2025-11-02,1.0
other,EPI_ISL_20302101,2025-11-18,1.0
other,EPI_ISL_20302100,2025-11-18,1.0
other,EPI_ISL_20302099,2025-10-29,1.0
other,EPI_ISL_20302098,2025-11-18,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20302097,2025-11-18,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20302096,2025-11-18,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20302095,2025-11-18,1.0
other,EPI_ISL_20302094,2025-11-18,1.0
other,EPI_ISL_20302093,2025-11-18,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20302092,2025-11-18,1.0
other,EPI_ISL_20302091,2025-11-12,1.0
other,EPI_ISL_20302090,2025-11-12,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20302089,2025-11-12,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20302088,2025-11-12,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20302087,2025-11-12,1.0
other,EPI_ISL_20302086,2025-11-12,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20302085,2025-11-12,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20302084,2025-11-11,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20302083,2025-11-11,1.0
other,EPI_ISL_20302082,2025-11-11,1.0
other,EPI_ISL_20302081,2025-11-10,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20302080,2025-11-05,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20301823,2025-12-07,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20301822,2025-12-08,1.0
other,EPI_ISL_20301821,2025-12-07,1.0
other,EPI_ISL_20301820,2025-12-10,1.0
other,EPI_ISL_20301819,2025-11-29,1.0
other,EPI_ISL_20301818,2025-12-11,1.0
other,EPI_ISL_20301817,2025-12-09,1.0
other,EPI_ISL_20301816,2025-11-25,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20301815,2025-12-05,1.0
other,EPI_ISL_20301814,2025-12-06,1.0
other,EPI_ISL_20301813,2025-11-25,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20301812,2025-12-02,1.0
other,EPI_ISL_20301811,2025-12-03,1.0
other,EPI_ISL_20301810,2025-11-25,1.0
other,EPI_ISL_20301809,2025-11-21,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20301808,2025-11-16,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20301807,2025-12-01,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20301806,2025-11-30,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20301805,2025-11-21,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20301804,2025-11-30,1.0
other,EPI_ISL_20301803,2025-11-30,1.0
other,EPI_ISL_20301802,2025-11-27,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20301801,2025-11-24,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20301800,2025-12-01,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20301799,2025-11-26,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20301798,2025-12-01,1.0
other,EPI_ISL_20301797,2025-11-30,1.0
other,EPI_ISL_20301796,2025-12-03,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20301795,2025-11-19,1.0
other,EPI_ISL_20301794,2025-12-12,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20301793,2025-12-06,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20301792,2025-12-06,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20301791,2025-12-09,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20301790,2025-12-14,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20301789,2025-12-08,1.0
other,EPI_ISL_20301787,2025-12-08,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20301786,2025-11-16,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20301567,2025-12-03,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20301566,2025-12-10,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20301565,2025-12-07,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20301564,2025-12-09,1.0
A/Bangkok/P2390/2025_H3N2,EPI_ISL_20301563,2025-12-07,1.0
A/Queensland/2526516675/2025_H3N2,EPI_ISL_20301562,2025-12-10,1.0
other,EPI_ISL_20301561,2025-11-28,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20301560,2025-12-07,1.0
other,EPI_ISL_20301559,2025-12-09,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20301558,2025-11-24,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20301557,2025-12-12,1.0
A/Queensland/2526516675/2025_H3N2,EPI_ISL_20301556,2025-12-01,1.0
other,EPI_ISL_20301555,2025-12-04,1.0
other,EPI_ISL_20301554,2025-11-24,1.0
other,EPI_ISL_20301553,2025-12-05,1.0
A/Queensland/2526516675/2025_H3N2,EPI_ISL_20301552,2025-12-01,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20301551,2025-12-09,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20301550,2025-12-01,1.0
other,EPI_ISL_20301549,2025-11-21,1.0
other,EPI_ISL_20301547,2025-11-27,1.0
other,EPI_ISL_20301546,2025-12-05,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20301545,2025-12-10,1.0
other,EPI_ISL_20301544,2025-12-12,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20301543,2025-11-25,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20301542,2025-12-11,1.0
A/Queensland/2526516675/2025_H3N2,EPI_ISL_20301541,2025-11-20,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20301540,2025-11-22,1.0
other,EPI_ISL_20301539,2025-12-10,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20301538,2025-12-11,1.0
other,EPI_ISL_20301537,2025-12-06,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20301536,2025-12-04,1.0
other,EPI_ISL_20301535,2025-12-02,1.0
other,EPI_ISL_20301534,2025-11-14,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20301533,2025-12-11,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20301532,2025-11-24,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20301531,2025-12-12,1.0
other,EPI_ISL_20301530,2025-12-11,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20301529,2025-12-07,1.0
other,EPI_ISL_20301528,2025-12-07,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20301527,2025-12-10,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20301526,2025-12-04,1.0
other,EPI_ISL_20301525,2025-12-05,1.0
